ID,time,lat,long,alt_increment,speed,bearing,accuracy,activity_id,activity
11,2019-10-08 06:21:49.356000,43.221196297560816,-8.409166899546205,0.0,0.0,0.0,18.9109992980957,-499,Walking
11,2019-10-08 08:24:14.208000,43.221196297560816,-8.409166899546205,17.4202436404012,0.86678272485733,231.216094970703,32.0,-497,Walking
11,2019-10-08 08:24:15.874000,43.22110949599554,-8.409217475836892,6.85117173448643,1.29602837562561,237.170181274414,6.0,-497,Walking
11,2019-10-08 08:24:26.015000,43.22098110653174,-8.409244043291372,2.97397740376215,1.47778975963593,223.478317260742,6.0,-497,Walking
11,2019-10-08 08:24:36.003000,43.22093160824098,-8.409353741849712,0.859707058586821,1.30962419509888,223.673675537109,6.0,-497,Walking
11,2019-10-08 08:24:46.010000,43.220864825068674,-8.409441727795613,0.606006859261967,1.35182869434357,256.292205810547,2.0,-497,Walking
11,2019-10-08 08:24:56.017000,43.2208583419099,-8.409598234068548,14.7487885979619,0.0,0.0,20.7900009155273,-497,Walking
11,2019-10-08 08:24:56.896000,43.22095554017935,-8.409598234068548,14.3856672857573,1.29905235767365,250.043090820312,2.0,-497,Walking
11,2019-10-08 08:25:06.018000,43.220918221538994,-8.409877243834666,0.436141038063823,1.27977156639099,262.253326416016,2.0,-497,Walking
11,2019-10-08 08:25:16.003000,43.22091292939044,-8.410019392095288,0.376286087497945,1.18193769454956,248.592926025391,2.0,-497,Walking
11,2019-10-08 08:25:26.006000,43.22089342487752,-8.410163256578283,16.7732447378322,0.0,0.0,18.4790000915527,-497,Walking
11,2019-10-08 08:25:26.625000,43.2209916626562,-8.410163256578283,16.4704288457598,1.32423138618469,255.507904052734,2.0,-497,Walking
11,2019-10-08 08:25:36.013000,43.22095586354115,-8.410229050087622,0.386767403385193,1.4195054769516,264.741577148438,2.0,-497,Walking
11,2019-10-08 08:25:46.015000,43.22095208915334,-8.410392176540464,0.50264970394467,1.41213274002075,273.858184814453,3.0,-497,Walking
11,2019-10-08 08:25:56.001000,43.22095379232229,-8.410533291827935,14.0810117384299,0.0,0.0,19.9950008392334,-497,Walking
11,2019-10-08 08:25:57.941000,43.22098824323424,-8.410533291827935,13.4874617146417,1.47612714767456,192.318161010742,3.0,-497,Walking
11,2019-10-08 08:26:06.005000,43.22080324514662,-8.410537395269087,0.523880942059847,1.4767861366272,275.876129150391,3.0,-497,Walking
11,2019-10-08 08:26:16.014000,43.22080620725648,-8.410810705806359,0.529307275394302,1.33964681625366,205.702224731445,3.0,-497,Walking
11,2019-10-08 08:26:26,43.22073798599567,-8.410880562654416,0.444085678120246,1.58384537696838,177.006103515625,4.0,-497,Walking
11,2019-10-08 08:26:36.002000,43.220552783236606,-8.410880466865521,105.190184767309,0.0,0.0,50.0089988708496,-497,Walking
11,2019-10-08 08:26:38.042000,43.220620475773046,-8.410880466865521,104.758749130057,1.46961200237274,171.650833129883,4.0,-497,Walking
11,2019-10-08 08:26:46.010000,43.22040369176893,-8.410850555559653,0.445477826721657,1.71990740299225,195.99250793457,4.0,-497,Walking
11,2019-10-08 08:26:56.003000,43.220238399975266,-8.410851601343593,3.08673022254378,0.0,0.0,57.1069984436035,-497,Walking
11,2019-10-08 08:26:58.785000,43.220528747270976,-8.410851601343593,3.53497549381555,1.3774186372757,273.244354248047,3.0,-497,Walking
11,2019-10-08 08:27:06.014000,43.22054454797646,-8.410876844755984,0.425448806902338,0.958890378475189,222.662780761719,3.0,-497,Walking
11,2019-10-08 08:27:16.004000,43.220534249819195,-8.410989311064267,103.439577225161,0.0,0.0,20.7399997711182,-497,Walking
11,2019-10-08 08:27:19.106000,43.22081504614167,-8.410989311064267,103.000969161434,1.4586136341095,181.845825195312,3.0,-497,Walking
11,2019-10-08 08:27:26.013000,43.22069643994434,-8.410992658024428,0.396778182267795,1.45736336708069,173.592269897461,3.0,-497,Walking
11,2019-10-08 08:27:36.004000,43.22052318598288,-8.410990443787421,1.09580596907556,0.0,0.0,50.0200004577637,-497,Walking
11,2019-10-08 08:27:39.106000,43.22078021064943,-8.410990443787421,1.4031395921487,1.42412674427032,180.642486572266,3.0,-497,Walking
11,2019-10-08 08:27:46.007000,43.2206594571639,-8.410991853192291,0.240378608075318,1.43240642547607,215.885482788086,3.0,-497,Walking
11,2019-10-08 08:27:56.015000,43.22056024100657,-8.411027454431515,5.35648179977598,0.0,0.0,24.3509998321533,-497,Walking
11,2019-10-10 05:06:43.213000,43.22058474175461,-8.411027454431515,82.7997945988955,0.992779672145844,302.414398193359,128.0,-491,Inactive
11,2019-10-10 05:07:09.994000,43.22059392100976,-8.411077088894165,52.5018918001668,0.0,0.0,48.0,-491,Inactive
11,2019-10-17 05:06:47.461000,43.22094964869037,-8.411077088894165,17.1329963106257,3.26332211494446,252.828155517578,250.0,-487,Inactive
11,2019-11-18 13:54:32.727000,43.22087972880594,-8.413126780735752,62.3999977111816,0.0,0.0,21.0319995880127,-485,Walking
11,2019-11-18 13:54:54.352000,43.22331912880594,-8.413126780735752,0.573837108342914,1.91039276123047,95.0206680297852,48.0,-485,Walking
11,2019-11-18 13:54:59.733000,43.223300252266945,-8.413102135396032,13.0930553733947,0.0,0.0,16.0,-485,Walking
11,2019-11-18 13:55:13.004000,43.22343479206598,-8.413102135396032,8.91921597623343,0.0,0.0,19.1490001678467,-485,Walking
11,2019-11-18 13:55:14.424000,43.22376694694415,-8.413102135396032,5.23977107516656,1.08805465698242,105.367637634277,16.0,-485,Walking
11,2019-11-18 13:55:23,43.22372903763643,-8.413102078503224,0.588838945932835,0.104342974722385,50.768627166748,6.0,-485,Walking
11,2019-11-18 13:55:36.006000,43.22379333059238,-8.413075778933422,3.25093060335482,0.0,0.0,19.7759990692139,-485,Walking
11,2019-12-10 08:44:37.047000,43.22406042195239,-8.413075778933422,0.0999984741210938,0.0,0.0,31.8880004882812,16,Active
11,2019-12-10 08:45:18.315000,43.224137421952385,-8.413075778933422,97.1999969482422,0.0,0.0,98.4000015258789,16,Active
11,2019-12-10 08:45:59.427000,43.22427562195239,-8.413075778933422,97.1999969482422,0.0,0.0,26.5480003356934,16,Active
11,2019-12-10 08:46:19.456000,43.22459952195239,-8.413075778933422,0.0999984741210938,0.0,0.0,36.8089981079102,16,Active
11,2019-12-10 08:46:39.425000,43.22469002195239,-8.413075778933422,97.2999954223633,0.0,0.0,24.8999996185303,16,Active
11,2019-12-10 08:47:00.540000,43.224948621952386,-8.413075778933422,97.2999954223633,0.0,0.0,54.1360015869141,16,Active
11,2019-12-10 08:47:20.530000,43.225148621952385,-8.413075778933422,0.0999984741210938,0.0,0.0,17.9139995574951,16,Active
11,2019-12-10 08:47:41.323000,43.225454321952384,-8.413075778933422,97.1999969482422,0.0,0.0,42.5,16,Active
11,2019-12-10 08:48:22.583000,43.22596002195238,-8.413075778933422,97.4000015258789,0.0,0.0,19.2830009460449,16,Active
11,2019-12-10 08:48:42.652000,43.22644322195238,-8.413075778933422,0.200004577636719,0.0,0.0,32.8219985961914,16,Active
11,2019-12-10 08:49:43.783000,43.22667222195238,-8.413075778933422,0.0,0.0,0.0,24.8999996185303,16,Active
11,2019-12-10 08:50:03.794000,43.22701792195238,-8.413075778933422,97.1999969482422,0.0,0.0,30.0,16,Active
11,2019-12-10 08:51:04.908000,43.22752212195238,-8.413075778933422,97.1999969482422,0.0,0.0,20.5909996032715,16,Active
11,2019-12-10 08:51:24.945000,43.22796252195238,-8.413075778933422,0.0,0.0,0.0,26.3999996185303,16,Active
11,2019-12-10 08:52:47.446000,43.22840292195237,-8.413075778933422,0.0,0.0,0.0,20.3999996185303,16,Active
11,2019-12-10 08:53:07.526000,43.228907121952375,-8.413075778933422,0.0,0.0,0.0,24.8999996185303,16,Active
11,2019-12-10 08:53:27.572000,43.22941132195238,-8.413075778933422,0.0,0.0,0.0,34.951000213623,16,Active
11,2019-12-10 08:53:48.634000,43.22956762195238,-8.413075778933422,0.0,0.0,0.0,24.8999996185303,16,Active
11,2019-12-10 08:54:08.647000,43.22991552195238,-8.413075778933422,0.0,0.0,0.0,34.4000015258789,16,Active
11,2019-12-10 08:54:49.740000,43.23041972195238,-8.413075778933422,0.0,0.0,0.0,22.4349994659424,16,Active
11,2019-12-10 08:55:29.805000,43.23064892195238,-8.413075778933422,0.0,0.0,0.0,20.3999996185303,16,Active
11,2019-12-10 08:56:51.695000,43.230767221952384,-8.413075778933422,97.1999969482422,0.0,0.0,1399.9990234375,16,Active
11,2019-12-10 08:57:30.769000,43.23185512195238,-8.413075778933422,97.1999969482422,0.0,0.0,20.0,16,Active
11,2019-12-10 08:57:51.761000,43.23294302195237,-8.413075778933422,97.1999969482422,0.0,0.0,1399.9990234375,16,Active
11,2019-12-10 08:58:11.869000,43.23403092195237,-8.413075778933422,0.0,0.0,0.0,56.0999984741211,16,Active
11,2019-12-10 08:58:32.816000,43.235623021952364,-8.413075778933422,97.1999969482422,0.0,0.0,26.3999996185303,16,Active
11,2019-12-10 09:00:13.040000,43.236127221952366,-8.413075778933422,0.0,0.0,0.0,25.4109992980957,16,Active
11,2019-12-10 09:00:54.125000,43.23622062195237,-8.413075778933422,0.0,0.0,0.0,34.4000015258789,16,Active
11,2019-12-10 09:01:14.133000,43.236314021952374,-8.413075778933422,97.1999969482422,0.0,0.0,30.0,16,Active
11,2019-12-10 09:01:34.203000,43.236818221952376,-8.413075778933422,97.1999969482422,0.0,0.0,20.1000003814697,16,Active
11,2019-12-10 09:01:54.260000,43.23732242195238,-8.413075778933422,97.1999969482422,0.0,0.0,28.1000003814697,16,Active
11,2019-12-10 09:02:14.268000,43.23782662195238,-8.413075778933422,97.5,0.0,0.0,38.3940010070801,16,Active
11,2019-12-10 09:02:30.093000,43.238044521952375,-8.413075778933422,0.300003051757812,0.0,0.0,30.0,16,Active
11,2019-12-10 09:03:14.338000,43.23833082195238,-8.413075778933422,0.0,0.0,0.0,24.8999996185303,16,Active
11,2019-12-10 09:03:36.062000,43.23883502195238,-8.413075778933422,0.300003051757812,0.0,0.0,37.8849983215332,16,Active
11,2019-12-10 09:03:55.931000,43.23904682195238,-8.413075778933422,32.1257540097537,2.40546751022339,303.688293457031,350.0,16,Active
11,2019-12-10 09:04:36.416000,43.23907670986037,-8.413076200148458,97.1999969482422,0.0,0.0,32.0999984741211,16,Active
11,2019-12-10 09:04:56.492000,43.23958090986037,-8.413076200148458,0.0,0.0,0.0,32.0999984741211,16,Active
11,2019-12-10 09:05:16.552000,43.240085109860374,-8.413076200148458,0.0,0.0,0.0,31.117000579834,16,Active
11,2019-12-10 09:06:17.653000,43.240235409860375,-8.413076200148458,97.1999969482422,0.0,0.0,1000.0,16,Active
11,2019-12-10 09:06:36.372000,43.24122570986037,-8.413076200148458,97.5,0.0,0.0,30.0,16,Active
11,2019-12-10 09:06:51.586000,43.24187300986038,-8.413076200148458,97.5,0.0,0.0,48.9000015258789,16,Active
11,2019-12-10 09:07:59.869000,43.24236630986037,-8.413076200148458,97.1999969482422,0.0,0.0,24.9389991760254,16,Active
11,2019-12-10 09:08:19.893000,43.24277120986037,-8.413076200148458,97.1999969482422,0.0,0.0,42.5,16,Active
11,2019-12-10 09:08:39.875000,43.24317610986037,-8.413076200148458,97.5,0.0,0.0,34.859001159668,16,Active
11,2019-12-10 09:09:40.940000,43.24338800986037,-8.413076200148458,0.0,0.0,0.0,26.5879993438721,16,Active
11,2019-12-10 09:10:00.955000,43.243564709860365,-8.413076200148458,97.1999969482422,0.0,0.0,26.3999996185303,16,Active
11,2019-12-10 09:10:22.187000,43.24374140986036,-8.413076200148458,97.1999969482422,0.0,0.0,51.2540016174316,16,Active
11,2019-12-10 09:10:43.268000,43.24389320986036,-8.413076200148458,0.0,0.0,0.0,19.8549995422363,16,Active
11,2019-12-10 09:11:02.942000,43.24409020986036,-8.413076200148458,0.0,0.0,0.0,60.0,16,Active
11,2019-12-10 09:11:43.033000,43.244245609860364,-8.413076200148458,0.0999984741210938,0.0,0.0,52.4039993286133,16,Active
11,2019-12-10 09:12:03.072000,43.24457630986037,-8.413076200148458,0.0999984741210938,0.0,0.0,26.3999996185303,16,Active
11,2019-12-10 09:12:44.130000,43.244749809860366,-8.413076200148458,0.0999984741210938,0.0,0.0,19.1200008392334,16,Active
11,2019-12-10 09:13:25.250000,43.245253109860364,-8.413076200148458,0.0,0.0,0.0,53.2099990844727,16,Active
11,2019-12-10 09:13:45.242000,43.24556110986036,-8.413076200148458,97.2999954223633,0.0,0.0,30.0,16,Active
11,2019-12-10 09:14:05.308000,43.24575640986036,-8.413076200148458,97.1999969482422,0.0,0.0,50.9529991149902,16,Active
11,2019-12-10 09:15:06.092000,43.24587650986036,-8.413076200148458,0.0,0.0,0.0,52.0929985046387,16,Active
11,2019-12-10 09:15:38.134000,43.24598790986036,-8.413076200148458,43.5316725272285,0.0,0.0,48.0,16,Active
11,2019-12-10 09:15:50.290000,43.24611437179633,-8.413076200148458,43.5316725272285,0.0,0.0,20.2099990844727,16,Active
11,2019-12-10 09:15:59.207000,43.24612840986036,-8.413076200148458,14.9998955089466,0.0,0.0,48.0,16,Active
11,2019-12-10 09:16:03.008000,43.24618397983528,-8.413076200148458,2.51607502621229,0.0,0.0,48.0,16,Active
11,2019-12-10 09:16:18.011000,43.246327493808245,-8.413076200148458,17.5159705351589,0.0,0.0,24.2630004882812,16,Active
11,2019-12-10 09:16:39.302000,43.24643167775613,-8.413076200148458,97.2999954223633,0.0,0.0,1399.9990234375,16,Active
11,2019-12-10 09:16:59.091000,43.246880677756124,-8.413076200148458,97.2999954223633,0.0,0.0,18.2810001373291,16,Active
11,2019-12-10 09:17:21.640000,43.24724387775612,-8.413076200148458,0.0999984741210938,0.0,0.0,56.4980010986328,16,Active
11,2019-12-10 09:17:41.659000,43.247497377756126,-8.413076200148458,27.1902112148851,0.0,0.0,48.0,16,Active
11,2019-12-10 09:19:24.009000,43.247629071161505,-8.413076200148458,27.1902112148851,0.0,0.0,23.2240009307861,16,Active
11,2019-12-10 09:19:43.794000,43.24788126456688,-8.413076200148458,0.0,0.0,0.0,22.7390003204346,16,Active
